-0.002948997,0.177938046,-0.062307083,0,0,0,0.107265741,-1.023119424,-0.148319574,0,0,0,-0.001278907,-0.008692244,0.701871618,-0.711825269,-0.923,-0.9385,-0.8021,-0.8614,0,0.0319,-0.0413,0
-0.13564967,-0.013786021,-0.009573223,0,0,0,-0.808619225,2.25287018,0.031429448,0,0,0,0.003785442,-0.012679003,0.707151114,-0.706511392,-0.788,-0.831,-0.6375,-0.6767,0,0,-0.0525,0
0.186341408,-0.145700367,0.000175815,0,0,0,0.517276046,-0.783497235,-0.024891246,0,0,0,-0.00826603,-0.002524161,0.728996293,-0.684021783,-0.788,-0.8021,-0.7039,-0.7172,-0.7039,0.0693,-0.7039,0
0.102221103,0.064852536,0.012069855,0,0,0,0.363931014,-2.034884565,-0.015626301,0,0,0,0.010681244,-0.023005537,0.757046169,-0.652406182,-0.8165,-0.831,-0.7172,-0.7307,-0.9553,0.1366,-0.9077,0
0.165516019,-0.510266019,0.0044938,0,0,0,1.286410838,-2.294647971,0.003077083,0,0,0,0.01391295,-0.018548646,0.753085564,-0.657054477,-0.8466,-0.831,-0.7172,-0.7172,-0.987,0.1036,-0.9077,0
-0.005056306,-0.045154463,-0.003813187,0,0,0,-0.464032056,1.264457291,-0.007050229,0,0,0,0.004678946,-0.009109157,0.704129713,-0.709572119,-0.8165,-0.831,-0.6638,-0.7307,-0.0281,0.036,-0.0449,0
-0.103530497,0.236396578,-0.086842625,0,0,0,0.453364926,-0.774547498,0.004982624,0,0,0,-0.010973793,0.001871193,0.708200554,-0.705495678,-0.8763,-0.8614,-0.7729,-0.7729,-0.4194,0,-0.4832,0
0.033623207,0.002077486,-0.085335262,0,0,0,0.702951855,-1.641270283,-0.5519863,0,0,0,-0.009119775,-0.001413132,0.711094081,-0.702606619,-0.831,-0.8614,-0.759,-0.7452,-0.4718,0,-0.517,0
-0.043897423,0.057214408,-0.101426799,0,0,0,-4.925840296,12.07519475,0.380880112,0,0,0,0.00060755,-0.008069205,0.702787524,-0.710929205,-0.8924,-0.9077,-0.759,-0.8165,-0.0312,0.036,-0.0687,0
0.030302977,-0.008577819,-0.016635894,0,0,0,0.127873566,0.097789436,-0.036284232,0,0,0,0.006146211,0.009102658,0.712161278,-0.701499619,-0.831,-0.923,-0.7307,-0.8165,0,0,0,0
-0.022169826,-0.005538807,0.002788987,0,0,0,-0.201362657,0.101847515,-0.00940244,0,0,0,0.004290274,0.006175337,0.709652382,-0.704083117,-0.7039,-0.788,-0.6638,-0.788,0,-0.0312,0,0
0.098981922,0.11891024,0.00702235,0,0,0,0.329534244,-0.307945159,-0.014963847,0,0,0,0.007356859,-0.012439939,0.753034141,-0.657363553,-0.788,-0.7729,-0.7039,-0.6767,-0.987,0.1165,-0.9077,0
0.202425953,-0.29149454,0.013140929,0,0,0,-0.46193601,1.741496881,-1.229405861,0,0,0,-0.01298677,-0.002663958,0.725556892,-0.687595492,-0.8021,-0.788,-0.7039,-0.7452,-0.6767,0.0693,-0.651,0
-0.059129379,0.001984591,-0.120769549,0,0,0,-0.2266414,0.057712745,0.598307596,0,0,0,0.002355197,0.010429151,0.70817511,-0.705527974,-0.7729,-0.831,-0.7307,-0.8466,0,-0.0867,0,0
0.010142149,-0.074054614,0.009433338,0,0,0,0.06324728,-2.23003886,0.035740516,0,0,0,-0.016178025,-0.015651873,0.724324223,-0.688653632,-0.7172,-0.8021,-0.6767,-0.7452,1.487,1.4648,0,0
-0.121534881,0.549054809,0.007773626,0,0,0,1.594030933,-4.135875453,0.02640951,0,0,0,-0.013740054,-0.003986477,0.723505145,-0.689733044,-0.8466,-0.8165,-0.6907,-0.7452,-0.651,0.0494,-0.651,0
0.030316955,0.099148069,0.002142296,0,0,0,-3.127211828,13.15340259,2.054475402,0,0,0,0.000861447,-0.013908835,0.748668764,-0.662342077,-0.8021,-0.788,-0.7039,-0.6907,-0.8165,0.0693,-0.831,0
0.038285067,-0.215359682,-0.119322667,0,0,0,2.252859287,-5.221476379,-0.624572711,0,0,0,-0.000820445,-0.00763824,0.703537005,-0.710191999,-0.9711,-0.987,-0.8466,-0.8614,0,0.0319,-0.0281,0
0.072086384,0.622136514,-0.005262533,0,0,0,0.637268816,-5.03574175,0.014385559,0,0,0,0.011919837,-0.009320434,0.750727184,-0.659981671,-0.831,-0.8466,-0.7452,-0.7172,-1.0206,0.0319,-0.9553,0
-0.065543645,0.01276991,0.011058355,0,0,0,-0.481632688,-0.164169067,0.008820864,0,0,0,-0.003607089,0.017159931,0.689114177,-0.724023668,-0.7452,-0.9077,-0.759,-0.8466,1.109,-0.0777,1.109,0
-0.145179325,0.176831523,-0.125119859,0,0,0,0.27104703,0.300408913,0.605402805,0,0,0,0.002783137,-0.003487686,0.703008293,-0.710742937,-0.9553,-0.987,-0.8614,-0.8763,0,0,-0.0281,0
0.201440232,-0.259920546,-0.130636908,0,0,0,2.816740678,-6.707819694,0.648122451,0,0,0,-0.010932765,-0.005334747,0.720050848,-0.693379329,-0.8466,-0.831,-0.6907,-0.7039,-0.625,0.036,-0.6638,0
-0.046825798,-0.007526608,-0.00110131,0,0,0,0.026216521,-1.625522299,-0.044109288,0,0,0,-0.006620168,-0.012819291,0.733377341,-0.679224224,-0.7307,-0.788,-0.6907,-0.6907,1.5334,1.5334,0,0
0.190210654,-0.546402432,-0.118350636,0,0,0,-1.18655234,2.800354829,-0.129301408,0,0,0,-0.00028916,-0.005713887,0.704992349,-0.708765971,-1.0043,-1.0043,-0.8614,-0.923,0,0.0405,-0.0312,0
0.114299085,-0.144541544,0.001362427,0,0,0,0.059560313,2.231308799,-0.002156004,0,0,0,0.006286101,-0.019192255,0.752818258,-0.657459428,-0.8165,-0.8165,-0.6907,-0.7172,-0.8763,0.0803,-0.8466,0
0.116963446,-0.051270201,-0.127567854,0,0,0,-1.184397096,2.373449075,-0.160710124,0,0,0,-0.005278422,0.000431859,0.701145316,-0.712575107,-0.8763,-0.923,-0.8021,-0.831,-0.2566,0,-0.2644,0
0.037272847,0.138391184,-0.007166938,0,0,0,0.172587106,2.768264618,-0.015367544,0,0,0,0.008687428,-0.008106426,0.754477151,-0.655758467,-0.8021,-0.8021,-0.759,-0.7307,-1.0206,0.0319,-0.923,0
0.197862195,-0.509074171,0.001672259,0,0,0,-1.004955555,2.297566184,-0.027166714,0,0,0,0.004748115,-0.009625426,0.704870018,-0.708829491,-0.759,-0.8021,-0.6638,-0.6907,-0.0312,0,-0.0449,0
0.02351562,0.280845812,0.004346384,0,0,0,0.884530796,-2.344041293,-0.007848426,0,0,0,-0.002666995,-0.011449574,0.744895559,-0.666624688,-0.788,-0.788,-0.6767,-0.7172,-0.8021,0.0544,-0.8021,0
-0.068585558,-0.045906658,-0.003614435,0,0,0,-0.93902063,0.762888537,0.013044725,0,0,0,-0.002861325,0.016438089,0.689050777,-0.72410405,-0.7729,-0.8924,-0.7172,-0.8614,1.109,-0.1226,1.109,0
0.016368348,0.029843556,0.011278247,0,0,0,0.22175946,-0.200576236,0.006647809,0,0,0,0.00265137,0.000318107,0.704527335,-0.70924618,-0.788,-0.8763,-0.788,-0.8924,-0.0281,0,0,0
-0.033549243,0.027213072,0.000563756,0,0,0,-0.144654893,0.178299764,0.029920203,0,0,0,0.013644005,-0.005531069,0.707275888,-0.706356943,-0.7452,-0.8466,-0.6907,-0.8021,0.8553,-0.0312,0.8553,0
0.397112349,-0.981115234,-0.002674648,0,0,0,-3.478502598,9.581569903,0.016671143,0,0,0,-0.001263866,-0.008105243,0.701707338,-0.711994138,-0.9077,-0.923,-0.7729,-0.8466,0,0.036,-0.0563,0
-0.256783511,0.496824097,0.010079943,0,0,0,3.609964781,-8.29032934,0.018881064,0,0,0,0.00049121,-0.013770946,0.706760225,-0.706891912,-0.7452,-0.7729,-0.6767,-0.7039,0,0,-0.0379,0
-0.145614196,0.337856681,-0.00594874,0,0,0,0.504380281,-1.391613434,-0.473444532,0,0,0,0.002535685,-0.008448218,0.703238416,-0.71047444,-0.8614,-0.8763,-0.7307,-0.7729,-0.0312,0,-0.0687,0
