-0.576206184,0.691308742,-41.8304348,-0.178444357,-0.236751094,0.163639783,-0.009408717,-0.030401462,2.398018665,0.023898559,0.017589041,-0.028560136,0.01794537,0.014154645,-0.02440018
-0.576206184,0.691308742,-41.5078174,-0.075206789,-0.37870275,0.163639783,-0.008212711,-0.029458097,2.396392465,0.019660849,0.015391256,-0.027265352,0.019490316,0.018699617,-0.038517864
-0.68090791,0.796010468,-41.5078174,-0.077614929,-0.38111089,0.079878402,-0.007550093,-0.02882236,2.395082962,0.017122035,0.017747693,-0.035771061,0.006540058,0.009015739,-0.020368143
-0.676054187,0.80086419,-41.5078174,-0.077726564,-0.380999254,0.22132974,-0.007336214,-0.028527519,2.394416864,0.009885595,0.015235866,-0.033697425,0.015054032,0.018011949,-0.039318293
-0.676054187,0.80086419,-41.3460184,-0.129502244,-0.309807694,0.22132974,-0.006332871,-0.027327033,2.391796322,0.010375297,0.014532931,-0.031301641,0.006462756,0.012313079,-0.031588826
-0.676054187,0.80086419,-41.013595,-0.023126756,-0.163541398,0.22132974,-0.005902029,-0.026506177,2.38969044,0.006390168,0.012895174,-0.033196203,0.003135818,0.014641715,-0.042788434
-0.676054187,0.80086419,-40.5311398,-0.17751242,-0.375821686,0.22132974,-0.005795197,-0.026007361,2.388232719,0.00189089,0.014082248,-0.04033888,-0.00142949,0.008134253,-0.023510728
-0.768968301,0.707950076,-40.371302,-0.1242273,-0.448287343,0.295661031,-0.005841812,-0.025742109,2.387466052,-0.002785693,0.011292619,-0.032008929,-0.005753464,0.013253109,-0.045397059
-0.859802249,0.617116129,-40.371302,-0.122138119,-0.450376524,0.222993873,-0.006228406,-0.02485159,2.384415676,-0.00867152,0.010545963,-0.036350031,-0.01005992,0.004862703,-0.023455267
-0.859802249,0.617116129,-40.2104836,-0.173600007,-0.379616428,0.222993873,-0.006558508,-0.024692027,2.383646025,-0.019098202,0.00899252,-0.042020324,-0.01894259,0.008203584,-0.044866136
-0.859802249,0.617116129,-40.2104836,-0.173600007,-0.379616428,0.222993873,-0.007821129,-0.024145216,2.380655466,-0.017539561,0.005822324,-0.036330714,-0.013727417,0.002234873,-0.023562252
